TOP.60cd8571.0006b2b8	START
TOP.60eb53df.0002bb8d	user_options->show	0
TOP.60eb53df.0002bb8d	user_options->speed_only	0
TOP.60eb53df.0002bb8d	user_options->spin_damp	0
TOP.60eb53df.0002bb8d	user_options->status	0
TOP.60eb53df.0002bb8d	user_options->status_json	0
TOP.60eb53df.0002bb8d	user_options->status_timer	10
TOP.60eb53df.0002bb8d	user_options->stdout_flag	0
TOP.60eb53df.0002bb8d	user_options->usage	0
TOP.60eb53df.0002bb8d	user_options->username	0
TOP.60eb53df.0002bb8d	user_options->veracrypt_pim_start	485
TOP.60eb53df.0002bb8d	user_options->veracrypt_pim_stop	485
TOP.60eb53df.0002bb8d	user_options->version	0
TOP.60eb53df.0002bb8d	user_options->workload_profile	2
TOP.60eb53df.0002bb8d	user_options->brain_client	0
TOP.60eb53df.0002bb8d	user_options->brain_client_features	2
TOP.60eb53df.0002bb8d	user_options->brain_server	0
TOP.60eb53df.0002bb8d	user_options->brain_server_timer	300
TOP.60eb53df.0002bb8d	user_options->brain_port	6863
TOP.60eb53df.0002bb8d	user_options->brain_session	0
TOP.60eb53df.0002bb8d	hashes->hashfile	hash.txt
TOP.60eb53df.0002bb8d	hashes->hashlist_mode	5
TOP.60eb53df.0002bb8d	hashes->hashlist_format	0
TOP.60eb53df.0002bb8d	hashes->hashes_cnt	0
TOP.60eb53df.0002bb8d	hashes->digests_cnt	122
TOP.60eb53df.0002bb8d	hashes->digests_done	2
TOP.60eb53df.0002bb8d	hashes->salts_cnt	1
TOP.60eb53df.0002bb8d	hashes->salts_done	0
TOP.60eb53df.0002bb8d	SUB.60eb53df.000cadc1	START
TOP.60eb53df.0002bb8d	SUB.60eb53df.000cadc1	mask_ctx->mask	?1
TOP.60eb53df.0002bb8d	SUB.60eb53df.000cadc1	runtime_start	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53df.000cadc1	runtime_stop	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53df.000cadc1	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53df.000cadc1	STOP
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0000d89b	START
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0000d89b	mask_ctx->mask	?1?2
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0000d89b	runtime_start	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0000d89b	runtime_stop	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0000d89b	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0000d89b	STOP
TOP.60eb53df.0002bb8d	SUB.60eb53e0.00045813	START
TOP.60eb53df.0002bb8d	SUB.60eb53e0.00045813	mask_ctx->mask	?1?2?2
TOP.60eb53df.0002bb8d	SUB.60eb53e0.00045813	runtime_start	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.00045813	runtime_stop	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.00045813	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53e0.00045813	STOP
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0007428c	START
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0007428c	mask_ctx->mask	?1?2?2?2
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0007428c	runtime_start	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0007428c	runtime_stop	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0007428c	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53e0.0007428c	STOP
TOP.60eb53df.0002bb8d	SUB.60eb53e0.000a5e36	START
TOP.60eb53df.0002bb8d	SUB.60eb53e0.000a5e36	mask_ctx->mask	?1?2?2?2?2
TOP.60eb53df.0002bb8d	SUB.60eb53e0.000a5e36	runtime_start	1626035168
TOP.60eb53df.0002bb8d	SUB.60eb53e0.000a5e36	runtime_stop	1626035169
TOP.60eb53df.0002bb8d	SUB.60eb53e0.000a5e36	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53e0.000a5e36	STOP
TOP.60eb53df.0002bb8d	SUB.60eb53e1.00010b5c	START
TOP.60eb53df.0002bb8d	SUB.60eb53e1.00010b5c	mask_ctx->mask	?1?2?2?2?2?2
TOP.60eb53df.0002bb8d	SUB.60eb53e1.00010b5c	runtime_start	1626035169
TOP.60eb53df.0002bb8d	SUB.60eb53e1.00010b5c	runtime_stop	1626035173
TOP.60eb53df.0002bb8d	SUB.60eb53e1.00010b5c	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53e1.00010b5c	STOP
TOP.60eb53df.0002bb8d	SUB.60eb53e5.00021397	START
TOP.60eb53df.0002bb8d	SUB.60eb53e5.00021397	mask_ctx->mask	?1?2?2?2?2?2?2
TOP.60eb53df.0002bb8d	SUB.60eb53e5.00021397	runtime_start	1626035173
TOP.60eb53df.0002bb8d	SUB.60eb53e5.00021397	runtime_stop	1626035311
TOP.60eb53df.0002bb8d	SUB.60eb53e5.00021397	status-after-work	5
TOP.60eb53df.0002bb8d	SUB.60eb53e5.00021397	STOP
TOP.60eb53df.0002bb8d	SUB.60eb546f.00030123	START
TOP.60eb53df.0002bb8d	SUB.60eb546f.00030123	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.60eb5761.000ad7ef	START
TOP.60eb5761.000ad7ef	folder_config->cwd	C:\Users\fvolp\Desktop\hashcat-6.2.2
TOP.60eb5761.000ad7ef	folder_config->install_dir	.
TOP.60eb5761.000ad7ef	folder_config->profile_dir	.
TOP.60eb5761.000ad7ef	folder_config->session_dir	.
TOP.60eb5761.000ad7ef	folder_config->shared_dir	.
TOP.60eb5761.000ad7ef	user_options->separator	:
TOP.60eb5761.000ad7ef	user_options->encoding_from	utf-8
TOP.60eb5761.000ad7ef	user_options->encoding_to	utf-8
TOP.60eb5761.000ad7ef	user_options->rp_files[0]	rules/d3ad0ne.rule
TOP.60eb5761.000ad7ef	user_options->rule_buf_l	:
TOP.60eb5761.000ad7ef	user_options->rule_buf_r	:
TOP.60eb5761.000ad7ef	user_options->session	hashcat
TOP.60eb5761.000ad7ef	user_options->limit	0
TOP.60eb5761.000ad7ef	user_options->skip	0
TOP.60eb5761.000ad7ef	user_options->attack_mode	0
TOP.60eb5761.000ad7ef	user_options->benchmark	0
TOP.60eb5761.000ad7ef	user_options->benchmark_all	0
TOP.60eb5761.000ad7ef	user_options->bitmap_max	18
TOP.60eb5761.000ad7ef	user_options->bitmap_min	16
TOP.60eb5761.000ad7ef	user_options->debug_mode	0
TOP.60eb5761.000ad7ef	user_options->hash_info	0
TOP.60eb5761.000ad7ef	user_options->force	0
TOP.60eb5761.000ad7ef	user_options->hwmon_disable	0
TOP.60eb5761.000ad7ef	user_options->hwmon_temp_abort	90
TOP.60eb5761.000ad7ef	user_options->hash_mode	0
TOP.60eb5761.000ad7ef	user_options->hex_charset	0
TOP.60eb5761.000ad7ef	user_options->hex_salt	0
TOP.60eb5761.000ad7ef	user_options->hex_wordlist	0
TOP.60eb5761.000ad7ef	user_options->hook_threads	8
TOP.60eb5761.000ad7ef	user_options->identify	0
TOP.60eb5761.000ad7ef	user_options->increment	0
TOP.60eb5761.000ad7ef	user_options->increment_max	256
TOP.60eb5761.000ad7ef	user_options->increment_min	1
TOP.60eb5761.000ad7ef	user_options->keep_guessing	0
TOP.60eb5761.000ad7ef	user_options->kernel_accel	0
TOP.60eb5761.000ad7ef	user_options->kernel_loops	0
TOP.60eb5761.000ad7ef	user_options->kernel_threads	0
TOP.60eb5761.000ad7ef	user_options->keyspace	0
TOP.60eb5761.000ad7ef	user_options->left	0
TOP.60eb5761.000ad7ef	user_options->logfile_disable	0
TOP.60eb5761.000ad7ef	user_options->loopback	0
TOP.60eb5761.000ad7ef	user_options->machine_readable	0
TOP.60eb5761.000ad7ef	user_options->markov_classic	0
TOP.60eb5761.000ad7ef	user_options->markov_disable	0
TOP.60eb5761.000ad7ef	user_options->markov_threshold	256
TOP.60eb5761.000ad7ef	user_options->backend_info	0
TOP.60eb5761.000ad7ef	user_options->backend_vector_width	0
TOP.60eb5761.000ad7ef	user_options->optimized_kernel_enable	0
TOP.60eb5761.000ad7ef	user_options->outfile_autohex	1
TOP.60eb5761.000ad7ef	user_options->outfile_check_timer	5
TOP.60eb5761.000ad7ef	user_options->outfile_format	3
TOP.60eb5761.000ad7ef	user_options->wordlist_autohex_disable	0
TOP.60eb5761.000ad7ef	user_options->potfile_disable	0
TOP.60eb5761.000ad7ef	user_options->progress_only	0
TOP.60eb5761.000ad7ef	user_options->quiet	0
TOP.60eb5761.000ad7ef	user_options->remove	0
TOP.60eb5761.000ad7ef	user_options->remove_timer	60
TOP.60eb5761.000ad7ef	user_options->restore	0
TOP.60eb5761.000ad7ef	user_options->restore_disable	0
TOP.60eb5761.000ad7ef	user_options->restore_timer	60
TOP.60eb5761.000ad7ef	user_options->rp_files_cnt	1
TOP.60eb5761.000ad7ef	user_options->rp_gen	0
TOP.60eb5761.000ad7ef	user_options->rp_gen_func_max	4
TOP.60eb5761.000ad7ef	user_options->rp_gen_func_min	1
TOP.60eb5761.000ad7ef	user_options->rp_gen_seed	0
TOP.60eb5761.000ad7ef	user_options->runtime	0
TOP.60eb5761.000ad7ef	user_options->scrypt_tmto	0
TOP.60eb5761.000ad7ef	user_options->segment_size	33554432
TOP.60eb5761.000ad7ef	user_options->self_test_disable	0
TOP.60eb5761.000ad7ef	user_options->slow_candidates	0
TOP.60eb5761.000ad7ef	user_options->show	0
TOP.60eb5761.000ad7ef	user_options->speed_only	0
TOP.60eb5761.000ad7ef	user_options->spin_damp	0
TOP.60eb5761.000ad7ef	user_options->status	0
TOP.60eb5761.000ad7ef	user_options->status_json	0
TOP.60eb5761.000ad7ef	user_options->status_timer	10
TOP.60eb5761.000ad7ef	user_options->stdout_flag	0
TOP.60eb5761.000ad7ef	user_options->usage	0
TOP.60eb5761.000ad7ef	user_options->username	0
TOP.60eb5761.000ad7ef	user_options->veracrypt_pim_start	485
TOP.60eb5761.000ad7ef	user_options->veracrypt_pim_stop	485
TOP.60eb5761.000ad7ef	user_options->version	0
TOP.60eb5761.000ad7ef	user_options->workload_profile	2
TOP.60eb5761.000ad7ef	user_options->brain_client	0
TOP.60eb5761.000ad7ef	user_options->brain_client_features	2
TOP.60eb5761.000ad7ef	user_options->brain_server	0
TOP.60eb5761.000ad7ef	user_options->brain_server_timer	300
TOP.60eb5761.000ad7ef	user_options->brain_port	6863
TOP.60eb5761.000ad7ef	user_options->brain_session	0
TOP.60eb5761.000ad7ef	proc_start	1626036065
TOP.60eb5761.000ad7ef	proc_stop	1626036065
TOP.60eb5761.000ad7ef	STOP
TOP.60eb5785.000a3ae7	START
TOP.60eb5785.000a3ae7	folder_config->cwd	C:\Users\fvolp\Desktop\hashcat-6.2.2
TOP.60eb5785.000a3ae7	folder_config->install_dir	.
TOP.60eb5785.000a3ae7	folder_config->profile_dir	.
TOP.60eb5785.000a3ae7	folder_config->session_dir	.
TOP.60eb5785.000a3ae7	folder_config->shared_dir	.
TOP.60eb5785.000a3ae7	user_options->separator	:
TOP.60eb5785.000a3ae7	user_options->encoding_from	utf-8
TOP.60eb5785.000a3ae7	user_options->encoding_to	utf-8
TOP.60eb5785.000a3ae7	user_options->rp_files[0]	rules/d3ad0ne.rule
TOP.60eb5785.000a3ae7	user_options->rule_buf_l	:
TOP.60eb5785.000a3ae7	user_options->rule_buf_r	:
TOP.60eb5785.000a3ae7	user_options->session	hashcat
TOP.60eb5785.000a3ae7	user_options->limit	0
TOP.60eb5785.000a3ae7	user_options->skip	0
TOP.60eb5785.000a3ae7	user_options->attack_mode	0
TOP.60eb5785.000a3ae7	user_options->benchmark	0
TOP.60eb5785.000a3ae7	user_options->benchmark_all	0
TOP.60eb5785.000a3ae7	user_options->bitmap_max	18
TOP.60eb5785.000a3ae7	user_options->bitmap_min	16
TOP.60eb5785.000a3ae7	user_options->debug_mode	0
TOP.60eb5785.000a3ae7	user_options->hash_info	0
TOP.60eb5785.000a3ae7	user_options->force	0
TOP.60eb5785.000a3ae7	user_options->hwmon_disable	0
TOP.60eb5785.000a3ae7	user_options->hwmon_temp_abort	90
TOP.60eb5785.000a3ae7	user_options->hash_mode	3200
TOP.60eb5785.000a3ae7	user_options->hex_charset	0
TOP.60eb5785.000a3ae7	user_options->hex_salt	0
TOP.60eb5785.000a3ae7	user_options->hex_wordlist	0
TOP.60eb5785.000a3ae7	user_options->hook_threads	8
TOP.60eb5785.000a3ae7	user_options->identify	0
TOP.60eb5785.000a3ae7	user_options->increment	0
TOP.60eb5785.000a3ae7	user_options->increment_max	256
TOP.60eb5785.000a3ae7	user_options->increment_min	1
TOP.60eb5785.000a3ae7	user_options->keep_guessing	0
TOP.60eb5785.000a3ae7	user_options->kernel_accel	0
TOP.60eb5785.000a3ae7	user_options->kernel_loops	0
TOP.60eb5785.000a3ae7	user_options->kernel_threads	0
TOP.60eb5785.000a3ae7	user_options->keyspace	0
TOP.60eb5785.000a3ae7	user_options->left	0
TOP.60eb5785.000a3ae7	user_options->logfile_disable	0
TOP.60eb5785.000a3ae7	user_options->loopback	0
TOP.60eb5785.000a3ae7	user_options->machine_readable	0
TOP.60eb5785.000a3ae7	user_options->markov_classic	0
TOP.60eb5785.000a3ae7	user_options->markov_disable	0
TOP.60eb5785.000a3ae7	user_options->markov_threshold	256
TOP.60eb5785.000a3ae7	user_options->backend_info	0
TOP.60eb5785.000a3ae7	user_options->backend_vector_width	0
TOP.60eb5785.000a3ae7	user_options->optimized_kernel_enable	0
TOP.60eb5785.000a3ae7	user_options->outfile_autohex	1
TOP.60eb5785.000a3ae7	user_options->outfile_check_timer	5
TOP.60eb5785.000a3ae7	user_options->outfile_format	3
TOP.60eb5785.000a3ae7	user_options->wordlist_autohex_disable	0
TOP.60eb5785.000a3ae7	user_options->potfile_disable	0
TOP.60eb5785.000a3ae7	user_options->progress_only	0
TOP.60eb5785.000a3ae7	user_options->quiet	0
TOP.60eb5785.000a3ae7	user_options->remove	0
TOP.60eb5785.000a3ae7	user_options->remove_timer	60
TOP.60eb5785.000a3ae7	user_options->restore	0
TOP.60eb5785.000a3ae7	user_options->restore_disable	0
TOP.60eb5785.000a3ae7	user_options->restore_timer	60
TOP.60eb5785.000a3ae7	user_options->rp_files_cnt	1
TOP.60eb5785.000a3ae7	user_options->rp_gen	0
TOP.60eb5785.000a3ae7	user_options->rp_gen_func_max	4
TOP.60eb5785.000a3ae7	user_options->rp_gen_func_min	1
TOP.60eb5785.000a3ae7	user_options->rp_gen_seed	0
TOP.60eb5785.000a3ae7	user_options->runtime	0
TOP.60eb5785.000a3ae7	user_options->scrypt_tmto	0
TOP.60eb5785.000a3ae7	user_options->segment_size	33554432
TOP.60eb5785.000a3ae7	user_options->self_test_disable	0
TOP.60eb5785.000a3ae7	user_options->slow_candidates	0
TOP.60eb5785.000a3ae7	user_options->show	0
TOP.60eb5785.000a3ae7	user_options->speed_only	0
TOP.60eb5785.000a3ae7	user_options->spin_damp	0
TOP.60eb5785.000a3ae7	user_options->status	0
TOP.60eb5785.000a3ae7	user_options->status_json	0
TOP.60eb5785.000a3ae7	user_options->status_timer	10
TOP.60eb5785.000a3ae7	user_options->stdout_flag	0
TOP.60eb5785.000a3ae7	user_options->usage	0
TOP.60eb5785.000a3ae7	user_options->username	0
TOP.60eb5785.000a3ae7	user_options->veracrypt_pim_start	485
TOP.60eb5785.000a3ae7	user_options->veracrypt_pim_stop	485
TOP.60eb5785.000a3ae7	user_options->version	0
TOP.60eb5785.000a3ae7	user_options->workload_profile	2
TOP.60eb5785.000a3ae7	user_options->brain_client	0
TOP.60eb5785.000a3ae7	user_options->brain_client_features	2
TOP.60eb5785.000a3ae7	user_options->brain_server	0
TOP.60eb5785.000a3ae7	user_options->brain_server_timer	300
TOP.60eb5785.000a3ae7	user_options->brain_port	6863
TOP.60eb5785.000a3ae7	user_options->brain_session	0
TOP.60eb5785.000a3ae7	hashes->hashfile	hash.txt
TOP.60eb5785.000a3ae7	hashes->hashlist_mode	5
TOP.60eb5785.000a3ae7	hashes->hashlist_format	0
TOP.60eb5785.000a3ae7	hashes->hashes_cnt	0
TOP.60eb5785.000a3ae7	hashes->digests_cnt	17
TOP.60eb5785.000a3ae7	hashes->digests_done	0
TOP.60eb5785.000a3ae7	hashes->salts_cnt	17
TOP.60eb5785.000a3ae7	hashes->salts_done	0
TOP.60eb5785.000a3ae7	SUB.60eb578b.000667d7	START
TOP.60eb5785.000a3ae7	SUB.60eb578b.000667d7	straight_ctx->dict	wordlistbr.txt
TOP.60eb5785.000a3ae7	SUB.60eb578b.000667d7	rulefile	rules/d3ad0ne.rule
TOP.60eb5936.00034824	START
TOP.60eb5936.00034824	folder_config->cwd	C:\Users\fvolp\Desktop\hashcat-6.2.2
TOP.60eb5936.00034824	folder_config->install_dir	.
TOP.60eb5936.00034824	folder_config->profile_dir	.
TOP.60eb5936.00034824	folder_config->session_dir	.
TOP.60eb5936.00034824	folder_config->shared_dir	.
TOP.60eb5936.00034824	user_options->separator	:
TOP.60eb5936.00034824	user_options->encoding_from	utf-8
TOP.60eb5936.00034824	user_options->encoding_to	utf-8
TOP.60eb5936.00034824	user_options->rp_files[0]	rules/d3ad0ne.rule
TOP.60eb5936.00034824	user_options->rule_buf_l	:
TOP.60eb5936.00034824	user_options->rule_buf_r	:
TOP.60eb5936.00034824	user_options->session	hashcat
TOP.60eb5936.00034824	user_options->limit	0
TOP.60eb5936.00034824	user_options->skip	0
TOP.60eb5936.00034824	user_options->attack_mode	0
TOP.60eb5936.00034824	user_options->benchmark	0
TOP.60eb5936.00034824	user_options->benchmark_all	0
TOP.60eb5936.00034824	user_options->bitmap_max	18
TOP.60eb5936.00034824	user_options->bitmap_min	16
TOP.60eb5936.00034824	user_options->debug_mode	0
TOP.60eb5936.00034824	user_options->hash_info	0
TOP.60eb5936.00034824	user_options->force	0
TOP.60eb5936.00034824	user_options->hwmon_disable	0
TOP.60eb5936.00034824	user_options->hwmon_temp_abort	90
TOP.60eb5936.00034824	user_options->hash_mode	0
TOP.60eb5936.00034824	user_options->hex_charset	0
TOP.60eb5936.00034824	user_options->hex_salt	0
TOP.60eb5936.00034824	user_options->hex_wordlist	0
TOP.60eb5936.00034824	user_options->hook_threads	8
TOP.60eb5936.00034824	user_options->identify	0
TOP.60eb5936.00034824	user_options->increment	0
TOP.60eb5936.00034824	user_options->increment_max	256
TOP.60eb5936.00034824	user_options->increment_min	1
TOP.60eb5936.00034824	user_options->keep_guessing	0
TOP.60eb5936.00034824	user_options->kernel_accel	0
TOP.60eb5936.00034824	user_options->kernel_loops	0
TOP.60eb5936.00034824	user_options->kernel_threads	0
TOP.60eb5936.00034824	user_options->keyspace	0
TOP.60eb5936.00034824	user_options->left	0
TOP.60eb5936.00034824	user_options->logfile_disable	0
TOP.60eb5936.00034824	user_options->loopback	0
TOP.60eb5936.00034824	user_options->machine_readable	0
TOP.60eb5936.00034824	user_options->markov_classic	0
TOP.60eb5936.00034824	user_options->markov_disable	0
TOP.60eb5936.00034824	user_options->markov_threshold	256
TOP.60eb5936.00034824	user_options->backend_info	0
TOP.60eb5936.00034824	user_options->backend_vector_width	0
TOP.60eb5936.00034824	user_options->optimized_kernel_enable	0
TOP.60eb5936.00034824	user_options->outfile_autohex	1
TOP.60eb5936.00034824	user_options->outfile_check_timer	5
TOP.60eb5936.00034824	user_options->outfile_format	3
TOP.60eb5936.00034824	user_options->wordlist_autohex_disable	0
TOP.60eb5936.00034824	user_options->potfile_disable	0
TOP.60eb5936.00034824	user_options->progress_only	0
TOP.60eb5936.00034824	user_options->quiet	0
TOP.60eb5936.00034824	user_options->remove	0
TOP.60eb5936.00034824	user_options->remove_timer	60
TOP.60eb5936.00034824	user_options->restore	0
TOP.60eb5936.00034824	user_options->restore_disable	0
TOP.60eb5936.00034824	user_options->restore_timer	60
TOP.60eb5936.00034824	user_options->rp_files_cnt	1
TOP.60eb5936.00034824	user_options->rp_gen	0
TOP.60eb5936.00034824	user_options->rp_gen_func_max	4
TOP.60eb5936.00034824	user_options->rp_gen_func_min	1
TOP.60eb5936.00034824	user_options->rp_gen_seed	0
TOP.60eb5936.00034824	user_options->runtime	0
TOP.60eb5936.00034824	user_options->scrypt_tmto	0
TOP.60eb5936.00034824	user_options->segment_size	33554432
TOP.60eb5936.00034824	user_options->self_test_disable	0
TOP.60eb5936.00034824	user_options->slow_candidates	0
TOP.60eb5936.00034824	user_options->show	0
TOP.60eb5936.00034824	user_options->speed_only	0
TOP.60eb5936.00034824	user_options->spin_damp	0
TOP.60eb5936.00034824	user_options->status	0
TOP.60eb5936.00034824	user_options->status_json	0
TOP.60eb5936.00034824	user_options->status_timer	10
TOP.60eb5936.00034824	user_options->stdout_flag	0
TOP.60eb5936.00034824	user_options->usage	0
TOP.60eb5936.00034824	user_options->username	0
TOP.60eb5936.00034824	user_options->veracrypt_pim_start	485
TOP.60eb5936.00034824	user_options->veracrypt_pim_stop	485
TOP.60eb5936.00034824	user_options->version	0
TOP.60eb5936.00034824	user_options->workload_profile	3
TOP.60eb5936.00034824	user_options->brain_client	0
TOP.60eb5936.00034824	user_options->brain_client_features	2
TOP.60eb5936.00034824	user_options->brain_server	0
TOP.60eb5936.00034824	user_options->brain_server_timer	300
TOP.60eb5936.00034824	user_options->brain_port	6863
TOP.60eb5936.00034824	user_options->brain_session	0
TOP.60eb5936.00034824	proc_start	1626036534
TOP.60eb5936.00034824	proc_stop	1626036534
TOP.60eb5936.00034824	STOP
TOP.60eb59b6.0007d24d	START
TOP.60eb59b6.0007d24d	folder_config->cwd	C:\Users\fvolp\Desktop\hashcat-6.2.2
TOP.60eb59b6.0007d24d	folder_config->install_dir	.
TOP.60eb59b6.0007d24d	folder_config->profile_dir	.
TOP.60eb59b6.0007d24d	folder_config->session_dir	.
TOP.60eb59b6.0007d24d	folder_config->shared_dir	.
TOP.60eb59b6.0007d24d	user_options->separator	:
TOP.60eb59b6.0007d24d	user_options->encoding_from	utf-8
TOP.60eb59b6.0007d24d	user_options->encoding_to	utf-8
TOP.60eb59b6.0007d24d	user_options->backend_devices	3
TOP.60eb59b6.0007d24d	user_options->rp_files[0]	rules/d3ad0ne.rule
TOP.60eb59b6.0007d24d	user_options->rule_buf_l	:
TOP.60eb59b6.0007d24d	user_options->rule_buf_r	:
TOP.60eb59b6.0007d24d	user_options->session	hashcat
TOP.60eb59b6.0007d24d	user_options->limit	0
TOP.60eb59b6.0007d24d	user_options->skip	0
TOP.60eb59b6.0007d24d	user_options->attack_mode	0
TOP.60eb59b6.0007d24d	user_options->benchmark	0
TOP.60eb59b6.0007d24d	user_options->benchmark_all	0
TOP.60eb59b6.0007d24d	user_options->bitmap_max	18
TOP.60eb59b6.0007d24d	user_options->bitmap_min	16
TOP.60eb59b6.0007d24d	user_options->debug_mode	0
TOP.60eb59b6.0007d24d	user_options->hash_info	0
TOP.60eb59b6.0007d24d	user_options->force	0
TOP.60eb59b6.0007d24d	user_options->hwmon_disable	0
TOP.60eb59b6.0007d24d	user_options->hwmon_temp_abort	90
TOP.60eb59b6.0007d24d	user_options->hash_mode	3200
TOP.60eb59b6.0007d24d	user_options->hex_charset	0
TOP.60eb59b6.0007d24d	user_options->hex_salt	0
TOP.60eb59b6.0007d24d	user_options->hex_wordlist	0
TOP.60eb59b6.0007d24d	user_options->hook_threads	8
TOP.60eb59b6.0007d24d	user_options->identify	0
TOP.60eb59b6.0007d24d	user_options->increment	0
TOP.60eb59b6.0007d24d	user_options->increment_max	256
TOP.60eb59b6.0007d24d	user_options->increment_min	1
TOP.60eb59b6.0007d24d	user_options->keep_guessing	0
TOP.60eb59b6.0007d24d	user_options->kernel_accel	0
TOP.60eb59b6.0007d24d	user_options->kernel_loops	0
TOP.60eb59b6.0007d24d	user_options->kernel_threads	0
TOP.60eb59b6.0007d24d	user_options->keyspace	0
TOP.60eb59b6.0007d24d	user_options->left	0
TOP.60eb59b6.0007d24d	user_options->logfile_disable	0
TOP.60eb59b6.0007d24d	user_options->loopback	0
TOP.60eb59b6.0007d24d	user_options->machine_readable	0
TOP.60eb59b6.0007d24d	user_options->markov_classic	0
TOP.60eb59b6.0007d24d	user_options->markov_disable	0
TOP.60eb59b6.0007d24d	user_options->markov_threshold	256
TOP.60eb59b6.0007d24d	user_options->backend_info	0
TOP.60eb59b6.0007d24d	user_options->backend_vector_width	0
TOP.60eb59b6.0007d24d	user_options->optimized_kernel_enable	0
TOP.60eb59b6.0007d24d	user_options->outfile_autohex	1
TOP.60eb59b6.0007d24d	user_options->outfile_check_timer	5
TOP.60eb59b6.0007d24d	user_options->outfile_format	3
TOP.60eb59b6.0007d24d	user_options->wordlist_autohex_disable	0
TOP.60eb59b6.0007d24d	user_options->potfile_disable	0
TOP.60eb59b6.0007d24d	user_options->progress_only	0
TOP.60eb59b6.0007d24d	user_options->quiet	0
TOP.60eb59b6.0007d24d	user_options->remove	0
TOP.60eb59b6.0007d24d	user_options->remove_timer	60
TOP.60eb59b6.0007d24d	user_options->restore	0
TOP.60eb59b6.0007d24d	user_options->restore_disable	0
TOP.60eb59b6.0007d24d	user_options->restore_timer	60
TOP.60eb59b6.0007d24d	user_options->rp_files_cnt	1
TOP.60eb59b6.0007d24d	user_options->rp_gen	0
TOP.60eb59b6.0007d24d	user_options->rp_gen_func_max	4
TOP.60eb59b6.0007d24d	user_options->rp_gen_func_min	1
TOP.60eb59b6.0007d24d	user_options->rp_gen_seed	0
TOP.60eb59b6.0007d24d	user_options->runtime	0
TOP.60eb59b6.0007d24d	user_options->scrypt_tmto	0
TOP.60eb59b6.0007d24d	user_options->segment_size	33554432
TOP.60eb59b6.0007d24d	user_options->self_test_disable	0
TOP.60eb59b6.0007d24d	user_options->slow_candidates	0
TOP.60eb59b6.0007d24d	user_options->show	0
TOP.60eb59b6.0007d24d	user_options->speed_only	0
TOP.60eb59b6.0007d24d	user_options->spin_damp	0
TOP.60eb59b6.0007d24d	user_options->status	0
TOP.60eb59b6.0007d24d	user_options->status_json	0
TOP.60eb59b6.0007d24d	user_options->status_timer	10
TOP.60eb59b6.0007d24d	user_options->stdout_flag	0
TOP.60eb59b6.0007d24d	user_options->usage	0
TOP.60eb59b6.0007d24d	user_options->username	0
TOP.60eb59b6.0007d24d	user_options->veracrypt_pim_start	485
TOP.60eb59b6.0007d24d	user_options->veracrypt_pim_stop	485
TOP.60eb59b6.0007d24d	user_options->version	0
TOP.60eb59b6.0007d24d	user_options->workload_profile	3
TOP.60eb59b6.0007d24d	user_options->brain_client	0
TOP.60eb59b6.0007d24d	user_options->brain_client_features	2
TOP.60eb59b6.0007d24d	user_options->brain_server	0
TOP.60eb59b6.0007d24d	user_options->brain_server_timer	300
TOP.60eb59b6.0007d24d	user_options->brain_port	6863
TOP.60eb59b6.0007d24d	user_options->brain_session	0
TOP.60eb59b6.0007d24d	hashes->hashfile	hash.txt
TOP.60eb59b6.0007d24d	hashes->hashlist_mode	5
TOP.60eb59b6.0007d24d	hashes->hashlist_format	0
TOP.60eb59b6.0007d24d	hashes->hashes_cnt	0
TOP.60eb59b6.0007d24d	hashes->digests_cnt	17
TOP.60eb59b6.0007d24d	hashes->digests_done	0
TOP.60eb59b6.0007d24d	hashes->salts_cnt	17
TOP.60eb59b6.0007d24d	hashes->salts_done	0
TOP.60eb59c5.000951d2	START
TOP.60eb59c5.000951d2	folder_config->cwd	C:\Users\fvolp\Desktop\hashcat-6.2.2
TOP.60eb59c5.000951d2	folder_config->install_dir	.
TOP.60eb59c5.000951d2	folder_config->profile_dir	.
TOP.60eb59c5.000951d2	folder_config->session_dir	.
TOP.60eb59c5.000951d2	folder_config->shared_dir	.
